index,i_a,i_b,i_c,u_a,u_b,di_1,di_2
667,-9.39178466796875,-13.69476318359375,22.68218994140625,753.5170288085938,1048.982177734375,0,0
668,-13.60321044921875,-9.82666015625,23.0865478515625,811.316650390625,1079.599853515625,0,0
669,-17.02117919921875,-5.02777099609375,21.7437744140625,865.37744140625,1098.394775390625,0,0
670,-19.1802978515625,-1.02996826171875,20.01190185546875,921.459228515625,1111.834228515625,0,0
671,-21.484375,2.96783447265625,18.524169921875,975.8232421875,1112.54150390625,0,0
672,-23.00262451171875,7.6141357421875,15.5029296875,1018.667724609375,1099.203125,0,0
673,-22.918701171875,11.3067626953125,11.46697998046875,1054.2366943359375,1079.9029541015625,0,0
674,-22.60589599609375,14.434814453125,8.026123046875,1087.077392578125,1052.013671875,0,0
675,-21.87347412109375,17.8985595703125,3.77655029296875,1102.7398681640625,1009.4722900390625,0,0
676,-19.55413818359375,20.50018310546875,-1.10626220703125,1105.06396484375,961.575439453125,0,0
677,-16.8609619140625,21.70562744140625,-4.974365234375,1104.5587158203125,911.2533569335938,0,0
678,-14.8773193359375,23.27728271484375,-8.48388671875,1088.795166015625,851.230712890625,0,0
679,-11.23046875,23.68927001953125,-12.59613037109375,1065.4530029296875,795.8562622070312,0,0
680,-5.859375,21.8505859375,-16.16668701171875,1034.63330078125,740.2796630859375,0,0
681,-1.82342529296875,20.3399658203125,-18.74542236328125,991.4857177734375,684.0968627929688,0,0
682,2.3040771484375,18.829345703125,-21.4080810546875,936.9196166992188,629.0255126953125,0,0
683,6.99615478515625,15.64788818359375,-22.75848388671875,882.5556640625,584.1600952148438,0,0
684,10.55908203125,12.04681396484375,-22.7203369140625,828.1917114257812,546.772216796875,0,0
685,13.84735107421875,8.7890625,-22.65167236328125,766.55224609375,514.1336669921875,0,0
686,17.38739013671875,4.29534912109375,-21.85821533203125,707.64111328125,496.7533264160156,0,0
687,19.7906494140625,-0.40435791015625,-19.561767578125,656.30859375,491.2967224121094,0,0
688,21.18682861328125,-4.09698486328125,-17.23480224609375,603.965576171875,490.3872985839844,0,0
689,22.72796630859375,-8.23211669921875,-14.70947265625,557.4833374023438,502.7151794433594,0,0
690,23.01025390625,-12.725830078125,-10.6201171875,526.86572265625,527.876220703125,0,0
691,21.81243896484375,-15.95306396484375,-6.03485107421875,502.10888671875,558.291748046875,0,0
692,20.86639404296875,-18.646240234375,-2.28118896484375,485.3348693847656,599.9236450195312,0,0
693,19.20318603515625,-21.514892578125,2.00653076171875,485.23382568359375,653.8834228515625,0,0
694,16.448974609375,-23.06365966796875,6.21795654296875,497.2585754394531,708.2473754882812,0,0
695,13.45062255859375,-23.30780029296875,9.46044921875,507.0602722167969,763.722900390625,0,0
696,9.4757080078125,-23.23150634765625,13.4124755859375,533.3328247070312,824.452880859375,0,0
697,4.57000732421875,-22.20916748046875,17.3492431640625,575.267822265625,881.3430786132812,0,0
698,0.06103515625,-20.01953125,19.6990966796875,619.7290649414062,933.4840087890625,0,0
699,-3.5552978515625,-18.02825927734375,21.2554931640625,671.36474609375,986.4332885742188,0,0
700,-7.89642333984375,-15.48004150390625,22.9644775390625,729.7706909179688,1032.3092041015625,0,0
701,-12.237548828125,-11.41357421875,23.10943603515625,785.0440673828125,1064.8468017578125,0,0
702,-15.350341796875,-7.20977783203125,22.0184326171875,840.3175048828125,1091.7255859375,0,0
703,-18.2342529296875,-3.28826904296875,21.209716796875,899.1275634765625,1109.813232421875,0,0
704,-21.17156982421875,1.2969970703125,19.63043212890625,952.4810791015625,1111.4300537109375,0,0
705,-22.3846435546875,5.68389892578125,16.48712158203125,998.0538330078125,1105.872314453125,0,0
706,-22.9034423828125,9.246826171875,13.40484619140625,1041.9088134765625,1093.2413330078125,0,0
707,-23.41461181640625,13.0462646484375,10.10894775390625,1076.0631103515625,1065.5540771484375,0,0
708,-22.31597900390625,16.754150390625,5.3558349609375,1094.1507568359375,1027.5599365234375,0,0
709,-20.16448974609375,19.02008056640625,0.9613037109375,1105.1650390625,985.4227905273438,0,0
710,-18.48602294921875,21.1029052734375,-2.75421142578125,1108.3985595703125,933.9892578125,0,0
711,-16.2506103515625,23.1170654296875,-6.90460205078125,1093.9486083984375,876.3917236328125,0,0
712,-12.420654296875,23.2391357421875,-10.80322265625,1076.8714599609375,822.3308715820312,0,0
713,-7.9345703125,22.1099853515625,-14.34326171875,1052.4178466796875,764.53125,0,0
714,-3.7841796875,21.3165283203125,-17.7154541015625,1010.3817138671875,706.731689453125,0,0
715,0.93841552734375,19.55413818359375,-20.6756591796875,959.554443359375,653.6813354492188,0,0
716,5.18798828125,16.59393310546875,-21.8353271484375,909.6365966796875,605.9865112304688,0,0
717,8.6517333984375,13.8397216796875,-22.60589599609375,852.3422241210938,560.3126831054688,0,0
718,12.63427734375,10.47515869140625,-23.2086181640625,791.8143310546875,526.2594604492188,0,0
719,16.1895751953125,5.8135986328125,-22.064208984375,735.0252075195312,505.8476867675781,0,0
720,18.37158203125,1.68609619140625,-20.21026611328125,680.2570190429688,492.0040588378906,0,0
721,20.62225341796875,-2.28118896484375,-18.7225341796875,623.8720703125,487.861083984375,0,0
722,22.52197265625,-6.93511962890625,-16.0675048828125,578.0972290039062,498.06695556640625,0,0
723,22.5677490234375,-11.016845703125,-11.9781494140625,541.8208618164062,515.8514404296875,0,0
724,22.16339111328125,-14.35089111328125,-8.26263427734375,509.48541259765625,541.214599609375,0,0
725,21.7132568359375,-17.822265625,-4.241943359375,490.5893859863281,581.93701171875,0,0
726,19.7601318359375,-20.75958251953125,0.579833984375,487.4569091796875,630.642333984375,0,0
727,17.47894287109375,-22.10235595703125,4.1961669921875,490.8925476074219,682.4801025390625,0,0
728,15.35797119140625,-23.33831787109375,7.62939453125,497.9659118652344,739.4713134765625,0,0
729,11.10076904296875,-23.64349365234375,12.298583984375,522.4196166992188,798.98876953125,0,0
730,6.1492919921875,-22.3846435546875,15.9912109375,556.472900390625,853.8579711914062,0,0
731,2.3651123046875,-20.91217041015625,18.42498779296875,597.29638671875,910.6470947265625,0,0
732,-1.57928466796875,-19.5159912109375,20.95794677734375,649.4373168945312,966.1226196289062,0,0
733,-6.40106201171875,-16.7083740234375,22.71270751953125,704.4075317382812,1011.0890502929688,0,0
734,-10.3759765625,-12.88604736328125,22.76611328125,758.064208984375,1049.5885009765625,0,0
735,-13.6566162109375,-9.490966796875,22.66693115234375,816.7732543945312,1083.8438720703125,0,0
736,-17.34161376953125,-5.279541015625,22.17864990234375,875.4822998046875,1102.6387939453125,0,0
737,-20.1263427734375,-0.41961669921875,20.17974853515625,927.218994140625,1109.6112060546875,0,0
738,-21.46148681640625,3.56292724609375,17.64678955078125,978.551513671875,1110.72265625,0,0
739,-22.95684814453125,7.354736328125,15.350341796875,1026.246337890625,1100.415771484375,0,0
740,-23.68927001953125,11.7034912109375,11.60430908203125,1060.400634765625,1076.46728515625,0,0
741,-22.52197265625,15.14434814453125,6.98089599609375,1085.4605712890625,1046.5570068359375,0,0
742,-21.27838134765625,17.70782470703125,3.18145751953125,1104.255615234375,1006.7440185546875,0,0
743,-19.8822021484375,20.599365234375,-1.007080078125,1108.196533203125,955.1083374023438,0,0
744,-17.29583740234375,22.4151611328125,-5.40924072265625,1097.8895263671875,901.7548217773438,0,0
745,-14.13726806640625,22.7508544921875,-8.8348388671875,1089.098388671875,848.8055419921875,0,0
746,-10.223388671875,22.69744873046875,-12.76397705078125,1066.7667236328125,789.2880859375,0,0
747,-5.50079345703125,22.0489501953125,-16.78466796875,1026.8526611328125,731.4884643554688,0,0
748,-0.75531005859375,20.0347900390625,-19.38629150390625,983.0986938476562,678.5391845703125,0,0
749,2.960205078125,17.913818359375,-20.904541015625,933.4840087890625,625.3878173828125,0,0
750,6.98089599609375,15.777587890625,-22.7203369140625,875.3812255859375,577.187744140625,0,0
751,11.32965087890625,11.993408203125,-23.2696533203125,818.895263671875,543.4376220703125,0,0
752,14.54925537109375,7.8277587890625,-22.17864990234375,762.2071533203125,514.3357543945312,0,0
753,17.18902587890625,4.02069091796875,-21.24786376953125,702.0834350585938,493.7218933105469,0,0
754,20.1416015625,-0.4730224609375,-19.88983154296875,646.9110717773438,488.7705383300781,0,0
755,21.75140380859375,-5.1422119140625,-16.88385009765625,600.3278198242188,494.4292297363281,0,0
756,22.1710205078125,-8.8958740234375,-13.61846923828125,556.1697387695312,504.8371887207031,0,0
757,22.76611328125,-12.7105712890625,-10.41412353515625,520.196533203125,528.4824829101562,0,0
758,22.2320556640625,-16.754150390625,-5.7525634765625,499.7847900390625,564.6577758789062,0,0
759,20.22552490234375,-19.30999755859375,-1.2054443359375,488.6694641113281,606.794921875,0,0
760,18.79119873046875,-21.148681640625,1.9683837890625,486.95166015625,659.5421142578125,0,0
761,16.754150390625,-23.162841796875,5.88226318359375,493.0145568847656,715.3207397460938,0,0
762,12.06207275390625,-23.41461181640625,10.71929931640625,511.40533447265625,771.5036010742188,0,0
763,7.904052734375,-22.52960205078125,14.16778564453125,537.9810180664062,827.7874755859375,0,0
